27-05- 2024 13:01:22 - __main__ - INFO - Element 400 gescraped.
27-05- 2024 13:01:22 - __main__ - INFO - Element 401 gescraped.
27-05- 2024 13:01:22 - __main__ - INFO - Element 402 gescraped.
27-05- 2024 13:01:22 - __main__ - INFO - Element 403 gescraped.
27-05- 2024 13:01:22 - __main__ - INFO - Element 404 gescraped.
27-05- 2024 13:01:22 - __main__ - INFO - Element 405 gescraped.
27-05- 2024 13:01:22 - __main__ - INFO - Element 406 gescraped.
27-05- 2024 13:01:22 - __main__ - INFO - Element 407 gescraped.
27-05- 2024 13:01:22 - __main__ - INFO - Element 408 gescraped.
27-05- 2024 13:01:23 - __main__ - INFO - Element 409 gescraped.
27-05- 2024 13:01:23 - __main__ - INFO - Element 410 gescraped.
27-05- 2024 13:01:23 - __main__ - INFO - Element 411 gescraped.
27-05- 2024 13:01:23 - __main__ - INFO - Element 412 gescraped.
27-05- 2024 13:01:23 - __main__ - INFO - Element 413 gescraped.
27-05- 2024 13:01:23 - __main__ - INFO - Element 414 gescraped.
27-05- 2024 13:01:23 - __main__ - INFO - Element 415 gescraped.
27-05- 2024 13:01:23 - __main__ - INFO - Element 416 gescraped.
27-05- 2024 13:01:23 - __main__ - INFO - Element 417 gescraped.
27-05- 2024 13:01:24 - __main__ - INFO - Element 418 gescraped.
27-05- 2024 13:01:24 - __main__ - INFO - Element 419 gescraped.
27-05- 2024 13:01:24 - __main__ - INFO - Element 420 gescraped.
27-05- 2024 13:01:24 - __main__ - INFO - Element 421 gescraped.
27-05- 2024 13:01:24 - __main__ - INFO - Element 422 gescraped.
27-05- 2024 13:01:24 - __main__ - INFO - Element 423 gescraped.
27-05- 2024 13:01:24 - __main__ - INFO - Element 424 gescraped.
27-05- 2024 13:01:24 - __main__ - INFO - Element 425 gescraped.
27-05- 2024 13:01:24 - __main__ - INFO - Element 426 gescraped.
27-05- 2024 13:01:25 - __main__ - INFO - Element 427 gescraped.
27-05- 2024 13:01:25 - __main__ - INFO - Element 428 gescraped.
27-05- 2024 13:01:25 - __main__ - INFO - Element 429 gescraped.
27-05- 2024 13:01:25 - __main__ - INFO - Element 430 gescraped.
27-05- 2024 13:01:25 - __main__ - INFO - Element 431 gescraped.
27-05- 2024 13:01:25 - __main__ - INFO - Element 432 gescraped.
27-05- 2024 13:01:25 - __main__ - INFO - Element 433 gescraped.
27-05- 2024 13:01:25 - __main__ - INFO - Element 434 gescraped.
27-05- 2024 13:01:25 - __main__ - INFO - Element 435 gescraped.
27-05- 2024 13:01:26 - __main__ - INFO - Element 436 gescraped.
27-05- 2024 13:01:26 - __main__ - INFO - Element 437 gescraped.
27-05- 2024 13:01:26 - __main__ - INFO - Element 438 gescraped.
27-05- 2024 13:01:26 - __main__ - INFO - Element 439 gescraped.
27-05- 2024 13:01:26 - __main__ - INFO - Element 440 gescraped.
27-05- 2024 13:01:26 - __main__ - INFO - Element 441 gescraped.
27-05- 2024 13:01:26 - __main__ - INFO - Element 442 gescraped.
27-05- 2024 13:01:26 - __main__ - INFO - Element 443 gescraped.
27-05- 2024 13:01:26 - __main__ - INFO - Element 444 gescraped.
27-05- 2024 13:01:27 - __main__ - INFO - Element 445 gescraped.
27-05- 2024 13:01:27 - __main__ - INFO - Element 446 gescraped.
27-05- 2024 13:01:27 - __main__ - INFO - Element 447 gescraped.
27-05- 2024 13:01:27 - __main__ - INFO - Element 448 gescraped.
27-05- 2024 13:01:27 - __main__ - INFO - Element 449 gescraped.
27-05- 2024 13:01:27 - __main__ - INFO - Element 450 gescraped.
27-05- 2024 13:01:27 - __main__ - INFO - Element 451 gescraped.
27-05- 2024 13:01:27 - __main__ - INFO - Element 452 gescraped.
27-05- 2024 13:01:27 - __main__ - INFO - Element 453 gescraped.
27-05- 2024 13:01:28 - __main__ - INFO - Element 454 gescraped.
27-05- 2024 13:01:28 - __main__ - INFO - Element 455 gescraped.
27-05- 2024 13:01:28 - __main__ - INFO - Element 456 gescraped.
27-05- 2024 13:01:28 - __main__ - INFO - Element 457 gescraped.
27-05- 2024 13:01:28 - __main__ - INFO - Element 458 gescraped.
27-05- 2024 13:01:28 - __main__ - INFO - Element 459 gescraped.
27-05- 2024 13:01:28 - __main__ - INFO - Element 460 gescraped.
27-05- 2024 13:01:28 - __main__ - INFO - Element 461 gescraped.
27-05- 2024 13:01:28 - __main__ - INFO - Element 462 gescraped.
27-05- 2024 13:01:29 - __main__ - INFO - Element 463 gescraped.
27-05- 2024 13:01:29 - __main__ - INFO - Element 464 gescraped.
27-05- 2024 13:01:29 - __main__ - INFO - Element 465 gescraped.
27-05- 2024 13:01:29 - __main__ - INFO - Element 466 gescraped.
27-05- 2024 13:01:29 - __main__ - INFO - Element 467 gescraped.
27-05- 2024 13:01:29 - __main__ - INFO - Element 468 gescraped.
27-05- 2024 13:01:29 - __main__ - INFO - Element 469 gescraped.
27-05- 2024 13:01:29 - __main__ - INFO - Element 470 gescraped.
27-05- 2024 13:01:29 - __main__ - INFO - Element 471 gescraped.
27-05- 2024 13:01:30 - __main__ - INFO - Element 472 gescraped.
27-05- 2024 13:01:30 - __main__ - INFO - Element 473 gescraped.
27-05- 2024 13:01:30 - __main__ - INFO - Element 474 gescraped.
27-05- 2024 13:01:30 - __main__ - INFO - Element 475 gescraped.
27-05- 2024 13:01:30 - __main__ - INFO - Element 476 gescraped.
27-05- 2024 13:01:30 - __main__ - INFO - Element 477 gescraped.
27-05- 2024 13:01:30 - __main__ - INFO - Element 478 gescraped.
27-05- 2024 13:01:30 - __main__ - INFO - Element 479 gescraped.
27-05- 2024 13:01:30 - __main__ - INFO - Element 480 gescraped.
27-05- 2024 13:01:31 - __main__ - INFO - Element 481 gescraped.
27-05- 2024 13:01:31 - __main__ - INFO - Element 482 gescraped.
27-05- 2024 13:01:31 - __main__ - INFO - Element 483 gescraped.
27-05- 2024 13:01:31 - __main__ - INFO - Element 484 gescraped.
27-05- 2024 13:01:31 - __main__ - INFO - Element 485 gescraped.
27-05- 2024 13:01:31 - __main__ - INFO - Element 486 gescraped.
27-05- 2024 13:01:31 - __main__ - INFO - Element 487 gescraped.
27-05- 2024 13:01:31 - __main__ - INFO - Element 488 gescraped.
27-05- 2024 13:01:31 - __main__ - INFO - Element 489 gescraped.
27-05- 2024 13:01:32 - __main__ - INFO - Element 490 gescraped.
27-05- 2024 13:01:32 - __main__ - INFO - Element 491 gescraped.
27-05- 2024 13:01:32 - __main__ - INFO - Element 492 gescraped.
27-05- 2024 13:01:32 - __main__ - INFO - Element 493 gescraped.
27-05- 2024 13:01:32 - __main__ - INFO - Element 494 gescraped.
27-05- 2024 13:01:32 - __main__ - INFO - Element 495 gescraped.
27-05- 2024 13:01:32 - __main__ - INFO - Element 496 gescraped.
27-05- 2024 13:01:32 - __main__ - INFO - Element 497 gescraped.
27-05- 2024 13:01:33 - __main__ - INFO - Element 498 gescraped.
27-05- 2024 13:01:33 - __main__ - INFO - Element 499 gescraped.
27-05- 2024 13:01:33 - __main__ - INFO - Element 500 gescraped.
27-05- 2024 13:01:33 - __main__ - INFO - Element 501 gescraped.
27-05- 2024 13:01:33 - __main__ - INFO - Element 502 gescraped.
27-05- 2024 13:01:33 - __main__ - INFO - Element 503 gescraped.
27-05- 2024 13:01:33 - __main__ - INFO - Element 504 gescraped.
27-05- 2024 13:01:33 - __main__ - INFO - Element 505 gescraped.
27-05- 2024 13:01:33 - __main__ - INFO - Element 506 gescraped.
27-05- 2024 13:01:34 - __main__ - INFO - Element 507 gescraped.
27-05- 2024 13:01:34 - __main__ - INFO - Element 508 gescraped.
27-05- 2024 13:01:34 - __main__ - INFO - Element 509 gescraped.
27-05- 2024 13:01:34 - __main__ - INFO - Element 510 gescraped.
27-05- 2024 13:01:34 - __main__ - INFO - Element 511 gescraped.
27-05- 2024 13:01:34 - __main__ - INFO - Element 512 gescraped.
27-05- 2024 13:01:34 - __main__ - INFO - Element 513 gescraped.
27-05- 2024 13:01:34 - __main__ - INFO - Element 514 gescraped.
27-05- 2024 13:01:35 - __main__ - INFO - Element 515 gescraped.
27-05- 2024 13:01:35 - __main__ - INFO - Element 516 gescraped.
27-05- 2024 13:01:35 - __main__ - INFO - Element 517 gescraped.
27-05- 2024 13:01:35 - __main__ - INFO - Element 518 gescraped.
27-05- 2024 13:01:35 - __main__ - INFO - Element 519 gescraped.
27-05- 2024 13:01:35 - __main__ - INFO - Element 520 gescraped.
27-05- 2024 13:01:35 - __main__ - INFO - Element 521 gescraped.
27-05- 2024 13:01:35 - __main__ - INFO - Element 522 gescraped.
27-05- 2024 13:01:35 - __main__ - INFO - Element 523 gescraped.
27-05- 2024 13:01:36 - __main__ - INFO - Element 524 gescraped.
27-05- 2024 13:01:36 - __main__ - INFO - Element 525 gescraped.
27-05- 2024 13:01:36 - __main__ - INFO - Element 526 gescraped.
27-05- 2024 13:01:36 - __main__ - INFO - Element 527 gescraped.
27-05- 2024 13:01:36 - __main__ - INFO - Element 528 gescraped.
27-05- 2024 13:01:36 - __main__ - INFO - Element 529 gescraped.
27-05- 2024 13:01:36 - __main__ - INFO - Element 530 gescraped.
27-05- 2024 13:01:36 - __main__ - INFO - Element 531 gescraped.
27-05- 2024 13:01:36 - __main__ - INFO - Element 532 gescraped.
27-05- 2024 13:01:37 - __main__ - INFO - Element 533 gescraped.
27-05- 2024 13:01:37 - __main__ - INFO - Element 534 gescraped.
27-05- 2024 13:01:37 - __main__ - INFO - Element 535 gescraped.
27-05- 2024 13:01:37 - __main__ - INFO - Element 536 gescraped.
27-05- 2024 13:01:37 - __main__ - INFO - Element 537 gescraped.
27-05- 2024 13:01:37 - __main__ - INFO - Element 538 gescraped.
27-05- 2024 13:01:37 - __main__ - INFO - Element 539 gescraped.
27-05- 2024 13:01:37 - __main__ - INFO - Element 540 gescraped.
27-05- 2024 13:01:37 - __main__ - INFO - Element 541 gescraped.
27-05- 2024 13:01:38 - __main__ - INFO - Element 542 gescraped.
27-05- 2024 13:01:38 - __main__ - INFO - Element 543 gescraped.
27-05- 2024 13:01:38 - __main__ - INFO - Element 544 gescraped.
27-05- 2024 13:01:38 - __main__ - INFO - Element 545 gescraped.
27-05- 2024 13:01:38 - __main__ - INFO - Element 546 gescraped.
27-05- 2024 13:01:38 - __main__ - INFO - Element 547 gescraped.
27-05- 2024 13:01:38 - __main__ - INFO - Element 548 gescraped.
27-05- 2024 13:01:38 - __main__ - INFO - Element 549 gescraped.
27-05- 2024 13:01:38 - __main__ - INFO - Element 550 gescraped.
27-05- 2024 13:01:39 - __main__ - INFO - Element 551 gescraped.
27-05- 2024 13:01:39 - __main__ - INFO - Element 552 gescraped.
27-05- 2024 13:01:39 - __main__ - INFO - Element 553 gescraped.
27-05- 2024 13:01:39 - __main__ - INFO - Element 554 gescraped.
27-05- 2024 13:01:39 - __main__ - INFO - Element 555 gescraped.
27-05- 2024 13:01:39 - __main__ - INFO - Element 556 gescraped.
27-05- 2024 13:01:39 - __main__ - INFO - Element 557 gescraped.
27-05- 2024 13:01:39 - __main__ - INFO - Element 558 gescraped.
27-05- 2024 13:01:39 - __main__ - INFO - Element 559 gescraped.
27-05- 2024 13:01:40 - __main__ - INFO - Element 560 gescraped.
27-05- 2024 13:01:40 - __main__ - INFO - Element 561 gescraped.
27-05- 2024 13:01:40 - __main__ - INFO - Element 562 gescraped.
27-05- 2024 13:01:40 - __main__ - INFO - Element 563 gescraped.
27-05- 2024 13:01:40 - __main__ - INFO - Element 564 gescraped.
27-05- 2024 13:01:40 - __main__ - INFO - Element 565 gescraped.
27-05- 2024 13:01:40 - __main__ - INFO - Element 566 gescraped.
27-05- 2024 13:01:40 - __main__ - INFO - Element 567 gescraped.
27-05- 2024 13:01:40 - __main__ - INFO - Element 568 gescraped.
27-05- 2024 13:01:41 - __main__ - INFO - Element 569 gescraped.
27-05- 2024 13:01:41 - __main__ - INFO - Element 570 gescraped.
27-05- 2024 13:01:41 - __main__ - INFO - Element 571 gescraped.
27-05- 2024 13:01:41 - __main__ - INFO - Element 572 gescraped.
27-05- 2024 13:01:41 - __main__ - INFO - Element 573 gescraped.
27-05- 2024 13:01:41 - __main__ - INFO - Element 574 gescraped.
27-05- 2024 13:01:41 - __main__ - INFO - Element 575 gescraped.
27-05- 2024 13:01:41 - __main__ - INFO - Element 576 gescraped.
27-05- 2024 13:01:41 - __main__ - INFO - Element 577 gescraped.
27-05- 2024 13:01:42 - __main__ - INFO - Element 578 gescraped.
27-05- 2024 13:01:42 - __main__ - INFO - Element 579 gescraped.
27-05- 2024 13:01:42 - __main__ - INFO - Element 580 gescraped.
27-05- 2024 13:01:42 - __main__ - INFO - Element 581 gescraped.
27-05- 2024 13:01:42 - __main__ - INFO - Element 582 gescraped.
27-05- 2024 13:01:42 - __main__ - INFO - Element 583 gescraped.
27-05- 2024 13:01:42 - __main__ - INFO - Element 584 gescraped.
27-05- 2024 13:01:42 - __main__ - INFO - Element 585 gescraped.
27-05- 2024 13:01:42 - __main__ - INFO - Element 586 gescraped.
27-05- 2024 13:01:43 - __main__ - INFO - Element 587 gescraped.
27-05- 2024 13:01:43 - __main__ - INFO - Element 588 gescraped.
27-05- 2024 13:01:43 - __main__ - INFO - Element 589 gescraped.
27-05- 2024 13:01:43 - __main__ - INFO - Element 590 gescraped.
27-05- 2024 13:01:43 - __main__ - INFO - Element 591 gescraped.
27-05- 2024 13:01:43 - __main__ - INFO - Element 592 gescraped.
27-05- 2024 13:01:43 - __main__ - INFO - Element 593 gescraped.
27-05- 2024 13:01:43 - __main__ - INFO - Element 594 gescraped.
27-05- 2024 13:01:44 - __main__ - INFO - Element 595 gescraped.
27-05- 2024 13:01:44 - __main__ - INFO - Element 596 gescraped.
27-05- 2024 13:01:44 - __main__ - INFO - Element 597 gescraped.
27-05- 2024 13:01:44 - __main__ - INFO - Element 598 gescraped.
27-05- 2024 13:01:44 - __main__ - INFO - Element 599 gescraped.
27-05- 2024 13:01:44 - __main__ - INFO - Element 600 gescraped.
27-05- 2024 13:01:44 - __main__ - INFO - Element 601 gescraped.
27-05- 2024 13:01:44 - __main__ - INFO - Element 602 gescraped.
27-05- 2024 13:01:44 - __main__ - INFO - Element 603 gescraped.
27-05- 2024 13:01:45 - __main__ - INFO - Element 604 gescraped.
27-05- 2024 13:01:45 - __main__ - INFO - Element 605 gescraped.
27-05- 2024 13:01:45 - __main__ - INFO - Element 606 gescraped.
27-05- 2024 13:01:45 - __main__ - INFO - Element 607 gescraped.
27-05- 2024 13:01:45 - __main__ - INFO - Element 608 gescraped.
27-05- 2024 13:01:45 - __main__ - INFO - Element 609 gescraped.
27-05- 2024 13:01:45 - __main__ - INFO - Element 610 gescraped.
27-05- 2024 13:01:45 - __main__ - INFO - Element 611 gescraped.
27-05- 2024 13:01:45 - __main__ - INFO - Element 612 gescraped.
27-05- 2024 13:01:46 - __main__ - INFO - Element 613 gescraped.
27-05- 2024 13:01:46 - __main__ - INFO - Element 614 gescraped.
27-05- 2024 13:01:46 - __main__ - INFO - Element 615 gescraped.
27-05- 2024 13:01:46 - __main__ - INFO - Element 616 gescraped.
27-05- 2024 13:01:46 - __main__ - INFO - Element 617 gescraped.
27-05- 2024 13:01:46 - __main__ - INFO - Element 618 gescraped.
27-05- 2024 13:01:46 - __main__ - INFO - Element 619 gescraped.
27-05- 2024 13:01:46 - __main__ - INFO - Element 620 gescraped.
27-05- 2024 13:01:46 - __main__ - INFO - Element 621 gescraped.
27-05- 2024 13:01:47 - __main__ - INFO - Element 622 gescraped.
27-05- 2024 13:01:47 - __main__ - INFO - Element 623 gescraped.
27-05- 2024 13:01:47 - __main__ - INFO - Element 624 gescraped.
27-05- 2024 13:01:47 - __main__ - INFO - Element 625 gescraped.
27-05- 2024 13:01:47 - __main__ - INFO - Element 626 gescraped.
27-05- 2024 13:01:47 - __main__ - INFO - Element 627 gescraped.
27-05- 2024 13:01:47 - __main__ - INFO - Element 628 gescraped.
27-05- 2024 13:01:47 - __main__ - INFO - Element 629 gescraped.
27-05- 2024 13:01:47 - __main__ - INFO - Element 630 gescraped.
27-05- 2024 13:01:48 - __main__ - INFO - Element 631 gescraped.
27-05- 2024 13:01:48 - __main__ - INFO - Element 632 gescraped.
27-05- 2024 13:01:48 - __main__ - INFO - Element 633 gescraped.
27-05- 2024 13:01:48 - __main__ - INFO - Element 634 gescraped.
27-05- 2024 13:01:48 - __main__ - INFO - Element 635 gescraped.
27-05- 2024 13:01:48 - __main__ - INFO - Element 636 gescraped.
27-05- 2024 13:01:48 - __main__ - INFO - Element 637 gescraped.
27-05- 2024 13:01:48 - __main__ - INFO - Element 638 gescraped.
27-05- 2024 13:01:49 - __main__ - INFO - Element 639 gescraped.
27-05- 2024 13:01:49 - __main__ - INFO - Element 640 gescraped.
27-05- 2024 13:01:49 - __main__ - INFO - Element 641 gescraped.
27-05- 2024 13:01:49 - __main__ - INFO - Element 642 gescraped.
27-05- 2024 13:01:49 - __main__ - INFO - Element 643 gescraped.
27-05- 2024 13:01:49 - __main__ - INFO - Element 644 gescraped.
27-05- 2024 13:01:49 - __main__ - INFO - Element 645 gescraped.
27-05- 2024 13:01:49 - __main__ - INFO - Element 646 gescraped.
27-05- 2024 13:01:49 - __main__ - INFO - Element 647 gescraped.
27-05- 2024 13:01:50 - __main__ - INFO - Element 648 gescraped.
27-05- 2024 13:01:50 - __main__ - INFO - Element 649 gescraped.
27-05- 2024 13:01:50 - __main__ - INFO - Element 650 gescraped.
27-05- 2024 13:01:50 - __main__ - INFO - Element 651 gescraped.
27-05- 2024 13:01:50 - __main__ - INFO - Element 652 gescraped.
27-05- 2024 13:01:50 - __main__ - INFO - Element 653 gescraped.
27-05- 2024 13:01:50 - __main__ - INFO - Element 654 gescraped.
27-05- 2024 13:01:50 - __main__ - INFO - Element 655 gescraped.
27-05- 2024 13:01:50 - __main__ - INFO - Element 656 gescraped.
27-05- 2024 13:01:51 - __main__ - INFO - Element 657 gescraped.
27-05- 2024 13:01:51 - __main__ - INFO - Element 658 gescraped.
27-05- 2024 13:01:51 - __main__ - INFO - Element 659 gescraped.
27-05- 2024 13:01:51 - __main__ - INFO - Element 660 gescraped.
27-05- 2024 13:01:51 - __main__ - INFO - Element 661 gescraped.
27-05- 2024 13:01:51 - __main__ - INFO - Element 662 gescraped.
27-05- 2024 13:01:51 - __main__ - INFO - Element 663 gescraped.
27-05- 2024 13:01:51 - __main__ - INFO - Element 664 gescraped.
27-05- 2024 13:01:51 - __main__ - INFO - Element 665 gescraped.
27-05- 2024 13:01:52 - __main__ - INFO - Element 666 gescraped.
27-05- 2024 13:01:52 - __main__ - INFO - Element 667 gescraped.
27-05- 2024 13:01:52 - __main__ - INFO - Element 668 gescraped.
27-05- 2024 13:01:52 - __main__ - INFO - Element 669 gescraped.
27-05- 2024 13:01:52 - __main__ - INFO - Element 670 gescraped.
27-05- 2024 13:01:52 - __main__ - INFO - Element 671 gescraped.
27-05- 2024 13:01:52 - __main__ - INFO - Element 672 gescraped.
27-05- 2024 13:01:52 - __main__ - INFO - Element 673 gescraped.
27-05- 2024 13:01:52 - __main__ - INFO - Element 674 gescraped.
27-05- 2024 13:01:53 - __main__ - INFO - Element 675 gescraped.
27-05- 2024 13:01:53 - __main__ - INFO - Element 676 gescraped.
27-05- 2024 13:01:53 - __main__ - INFO - Element 677 gescraped.
27-05- 2024 13:01:53 - __main__ - INFO - Element 678 gescraped.
27-05- 2024 13:01:53 - __main__ - INFO - Element 679 gescraped.
27-05- 2024 13:01:53 - __main__ - INFO - Element 680 gescraped.
27-05- 2024 13:01:53 - __main__ - INFO - Element 681 gescraped.
27-05- 2024 13:01:53 - __main__ - INFO - Element 682 gescraped.
27-05- 2024 13:01:53 - __main__ - INFO - Element 683 gescraped.
27-05- 2024 13:01:54 - __main__ - INFO - Element 684 gescraped.
27-05- 2024 13:01:54 - __main__ - INFO - Element 685 gescraped.
27-05- 2024 13:01:54 - __main__ - INFO - Element 686 gescraped.
27-05- 2024 13:01:54 - __main__ - INFO - Element 687 gescraped.
27-05- 2024 13:01:54 - __main__ - INFO - Element 688 gescraped.
27-05- 2024 13:01:54 - __main__ - INFO - Element 689 gescraped.
27-05- 2024 13:01:54 - __main__ - INFO - Element 690 gescraped.
27-05- 2024 13:01:54 - __main__ - INFO - Element 691 gescraped.
27-05- 2024 13:01:55 - __main__ - INFO - Element 692 gescraped.
27-05- 2024 13:01:55 - __main__ - INFO - Element 693 gescraped.
27-05- 2024 13:01:55 - __main__ - INFO - Element 694 gescraped.
27-05- 2024 13:01:55 - __main__ - INFO - Element 695 gescraped.
27-05- 2024 13:01:55 - __main__ - INFO - Element 696 gescraped.
27-05- 2024 13:01:55 - __main__ - INFO - Element 697 gescraped.
27-05- 2024 13:01:55 - __main__ - INFO - Element 698 gescraped.
27-05- 2024 13:01:55 - __main__ - INFO - Element 699 gescraped.
27-05- 2024 13:01:55 - __main__ - INFO - Element 700 gescraped.
27-05- 2024 13:01:56 - __main__ - INFO - Element 701 gescraped.
27-05- 2024 13:01:56 - __main__ - INFO - Element 702 gescraped.
27-05- 2024 13:01:56 - __main__ - INFO - Element 703 gescraped.
27-05- 2024 13:01:56 - __main__ - INFO - Element 704 gescraped.
27-05- 2024 13:01:56 - __main__ - INFO - Element 705 gescraped.
27-05- 2024 13:01:56 - __main__ - INFO - Element 706 gescraped.
27-05- 2024 13:01:56 - __main__ - INFO - Element 707 gescraped.
27-05- 2024 13:01:56 - __main__ - INFO - Element 708 gescraped.
27-05- 2024 13:01:56 - __main__ - INFO - Element 709 gescraped.
27-05- 2024 13:01:57 - __main__ - INFO - Element 710 gescraped.
27-05- 2024 13:01:57 - __main__ - INFO - Element 711 gescraped.
27-05- 2024 13:01:57 - __main__ - INFO - Element 712 gescraped.
27-05- 2024 13:01:57 - __main__ - INFO - Element 713 gescraped.
27-05- 2024 13:01:57 - __main__ - INFO - Element 714 gescraped.
27-05- 2024 13:01:57 - __main__ - INFO - Element 715 gescraped.
27-05- 2024 13:01:57 - __main__ - INFO - Element 716 gescraped.
27-05- 2024 13:01:57 - __main__ - INFO - Element 717 gescraped.
27-05- 2024 13:01:57 - __main__ - INFO - Element 718 gescraped.
27-05- 2024 13:01:58 - __main__ - INFO - Element 719 gescraped.
27-05- 2024 13:01:58 - __main__ - INFO - Element 720 gescraped.
27-05- 2024 13:01:58 - __main__ - INFO - Element 721 gescraped.
27-05- 2024 13:01:58 - __main__ - INFO - Element 722 gescraped.
27-05- 2024 13:01:58 - __main__ - INFO - Element 723 gescraped.
27-05- 2024 13:01:58 - __main__ - INFO - Element 724 gescraped.
27-05- 2024 13:01:58 - __main__ - INFO - Element 725 gescraped.
27-05- 2024 13:01:58 - __main__ - INFO - Element 726 gescraped.
27-05- 2024 13:01:58 - __main__ - INFO - Element 727 gescraped.
27-05- 2024 13:01:59 - __main__ - INFO - Element 728 gescraped.
27-05- 2024 13:01:59 - __main__ - INFO - Element 729 gescraped.
27-05- 2024 13:01:59 - __main__ - INFO - Element 730 gescraped.
27-05- 2024 13:01:59 - __main__ - INFO - Element 731 gescraped.
27-05- 2024 13:01:59 - __main__ - INFO - Element 732 gescraped.
27-05- 2024 13:01:59 - __main__ - INFO - Element 733 gescraped.
27-05- 2024 13:01:59 - __main__ - INFO - Element 734 gescraped.
27-05- 2024 13:01:59 - __main__ - INFO - Element 735 gescraped.
27-05- 2024 13:01:59 - __main__ - INFO - Element 736 gescraped.
27-05- 2024 13:02:00 - __main__ - INFO - Element 737 gescraped.
27-05- 2024 13:02:00 - __main__ - INFO - Element 738 gescraped.
27-05- 2024 13:02:00 - __main__ - INFO - Element 739 gescraped.
27-05- 2024 13:02:00 - __main__ - INFO - Element 740 gescraped.
27-05- 2024 13:02:00 - __main__ - INFO - Element 741 gescraped.
27-05- 2024 13:02:00 - __main__ - INFO - Element 742 gescraped.
27-05- 2024 13:02:00 - __main__ - INFO - Element 743 gescraped.
27-05- 2024 13:02:00 - __main__ - INFO - Element 744 gescraped.
27-05- 2024 13:02:00 - __main__ - INFO - Element 745 gescraped.
27-05- 2024 13:02:01 - __main__ - INFO - Element 746 gescraped.
27-05- 2024 13:02:01 - __main__ - INFO - Element 747 gescraped.
27-05- 2024 13:02:01 - __main__ - INFO - Element 748 gescraped.
27-05- 2024 13:02:01 - __main__ - INFO - Element 749 gescraped.
27-05- 2024 13:02:01 - __main__ - INFO - Element 750 gescraped.
27-05- 2024 13:02:01 - __main__ - INFO - Element 751 gescraped.
27-05- 2024 13:02:01 - __main__ - INFO - Element 752 gescraped.
27-05- 2024 13:02:01 - __main__ - INFO - Element 753 gescraped.
27-05- 2024 13:02:01 - __main__ - INFO - Element 754 gescraped.
27-05- 2024 13:02:02 - __main__ - INFO - Element 755 gescraped.
27-05- 2024 13:02:02 - __main__ - INFO - Element 756 gescraped.
27-05- 2024 13:02:02 - __main__ - INFO - Element 757 gescraped.
27-05- 2024 13:02:02 - __main__ - INFO - Element 758 gescraped.
27-05- 2024 13:02:02 - __main__ - INFO - Element 759 gescraped.
27-05- 2024 13:02:02 - __main__ - INFO - Element 760 gescraped.
27-05- 2024 13:02:02 - __main__ - INFO - Element 761 gescraped.
27-05- 2024 13:02:02 - __main__ - INFO - Element 762 gescraped.
27-05- 2024 13:02:02 - __main__ - INFO - Element 763 gescraped.
27-05- 2024 13:02:03 - __main__ - INFO - Element 764 gescraped.
27-05- 2024 13:02:03 - __main__ - INFO - Element 765 gescraped.
27-05- 2024 13:02:03 - __main__ - INFO - Element 766 gescraped.
27-05- 2024 13:02:03 - __main__ - INFO - Element 767 gescraped.
27-05- 2024 13:02:03 - __main__ - INFO - Element 768 gescraped.
27-05- 2024 13:02:03 - __main__ - INFO - Element 769 gescraped.
27-05- 2024 13:02:03 - __main__ - INFO - Element 770 gescraped.
27-05- 2024 13:02:03 - __main__ - INFO - Element 771 gescraped.
27-05- 2024 13:02:03 - __main__ - INFO - Element 772 gescraped.
27-05- 2024 13:02:04 - __main__ - INFO - Element 773 gescraped.
27-05- 2024 13:02:04 - __main__ - INFO - Element 774 gescraped.
27-05- 2024 13:02:04 - __main__ - INFO - Element 775 gescraped.
27-05- 2024 13:02:04 - __main__ - INFO - Element 776 gescraped.
27-05- 2024 13:02:04 - __main__ - INFO - Element 777 gescraped.
27-05- 2024 13:02:04 - __main__ - INFO - Element 778 gescraped.
27-05- 2024 13:02:04 - __main__ - INFO - Element 779 gescraped.
27-05- 2024 13:02:04 - __main__ - INFO - Element 780 gescraped.
27-05- 2024 13:02:04 - __main__ - INFO - Element 781 gescraped.
27-05- 2024 13:02:05 - __main__ - INFO - Element 782 gescraped.
27-05- 2024 13:02:05 - __main__ - INFO - Element 783 gescraped.
27-05- 2024 13:02:05 - __main__ - INFO - Element 784 gescraped.
27-05- 2024 13:02:05 - __main__ - INFO - Element 785 gescraped.
27-05- 2024 13:02:05 - __main__ - INFO - Element 786 gescraped.
27-05- 2024 13:02:05 - __main__ - INFO - Element 787 gescraped.
27-05- 2024 13:02:05 - __main__ - INFO - Element 788 gescraped.
27-05- 2024 13:02:06 - __main__ - INFO - Element 789 gescraped.
27-05- 2024 13:02:06 - __main__ - INFO - Element 790 gescraped.
27-05- 2024 13:02:06 - __main__ - INFO - Element 791 gescraped.
27-05- 2024 13:02:06 - __main__ - INFO - Element 792 gescraped.
27-05- 2024 13:02:06 - __main__ - INFO - Element 793 gescraped.
27-05- 2024 13:02:06 - __main__ - INFO - Element 794 gescraped.
27-05- 2024 13:02:06 - __main__ - INFO - Element 795 gescraped.
27-05- 2024 13:02:07 - __main__ - INFO - Element 796 gescraped.
27-05- 2024 13:02:07 - __main__ - INFO - Element 797 gescraped.
27-05- 2024 13:02:07 - __main__ - INFO - Element 798 gescraped.
27-05- 2024 13:02:07 - __main__ - INFO - Element 799 gescraped.
